Time, ID, Bus, Data
4679175,6264000,98,0B1ED07FC3262800
4686434,4294001,98,0000000000000180
4698014,6214000,98,2C004000003A0B00
4713034,4394100,98,7EA7EB0003FE0000
4726334,4214001,98,0000905605251F00
4729212,63D4000,98,565B000006C00000
4732392,4394000,98,00000043
4736431,4294001,98,0000000000000180
4739311,421400B,98,00863E0440000000
4750512,4214006,98,0000000000000000
4758191,6254000,98,80FFFF00FFFFFF00
4765950,C394003,98,C202000008016000
4776330,4214001,98,0000905605251F00
4786451,4294001,98,0000000000000180
4812989,4394100,98,7EA7EB0003FD8000
4826348,4214001,98,0000905605251F00
4829288,6314000,98,0000000000000000
4832168,621401A,98,0005010000000000
4834308,4394000,98,00000043
4837228,4294001,98,0000000000000180
4840108,421400B,98,00863E0440000000
4850369,4214006,98,0000000000000000
4852828,E094000,98,001E04401C4B
4855008,E094003,98,001E
4856788,E094020,98,000A
4860029,E09400A,98,001E
4866009,6314003,98,2010300000000000
4868148,6314020,98,00000098
4870109,621400A,98,0000
4871886,E09401A,98,001E
4876387,4214001,98,0000905605211F00
4882667,2214000,98,806800000000
4886586,4294001,98,0000000000000180
4912966,4394100,98,7E97EB0003FD8000
4926366,4214001,98,0000905605211F00
4932266,4394000,98,00000043
4936465,4294001,98,0000000000000180
4939345,421400B,98,00863E0440000000
4947984,6214000,98,2C004000003A0B00
4950905,4214006,98,0000000000000000
4973063,6284000,98,0000000000000000
4976383,4214001,98,0000905605281F00
4986467,4294001,98,0000000000000180
5008002,6254000,98,80FFFF00FFFFFF00
5013002,4394100,98,7EA7EA0003FE0000
5023082,2294000,98,0000000000000000
5026402,4214001,98,0000905605281F00
5032260,4394000,98,00000043
5036481,4294001,98,0000000000000180
5039361,421400B,98,00863E0440000000
5050540,4214006,98,0000000000000000
5076379,4214001,98,0000905605281E00
5079319,6314000,98,0000000000000000
5082199,621401A,98,0005010000000000
5086480,4294001,98,0000000000000180
5112959,4394100,98,7EC7EB0003FE0000
5126378,4214001,98,00009056051A1F00
5132256,4394000,98,00000043
5134797,2214000,98,806800000000
5137677,421400B,98,00863E0440000000
5140597,4294001,98,0000000000000180
5150536,4214006,98,0000000000000000
5165557,C214003,98,003804012013
5176396,4214001,98,00009056051A1F00
5179235,6264000,98,0B1ED07FC3282800
5186496,4294001,98,0000000000000180
5198076,6214000,98,2C004000003A0B00
5213095,4394100,98,7EA7EA0003FD8000
5226394,4214001,98,0000905605101F00
5229274,63D4000,98,565B000006C00000
5232333,4394000,98,00000043
5236493,4294001,98,0000000000000180
5239372,421400B,98,00863E0440000000
5250393,4214006,98,0000000000000000
5258073,6254000,98,80FFFF00FFFFFF00
5265914,C054003,98,1781CAE188E70000
5276412,4214001,98,0000905605101F00
5286512,4294001,98,0000000000000180
5312950,4394100,98,7ED7EB0003FE0000
5326450,4214001,98,0000905605101F00
5329391,6314000,98,0000000000000000
5332271,621401A,98,0005010000000000
5334411,4394000,98,00000043
5337331,4294001,98,0000000000000180
5340210,421400B,98,00863E0440000000
5350330,4214006,98,0000000000000000
5366010,6314003,98,2010300000000000
5370110,621400A,98,0000
5376429,4214001,98,0000905605081F00
5382650,2214000,98,806800000000
5386529,4294001,98,0000000000000180
5412987,4394100,98,7EB7EA0003FD8000
5426428,4214001,98,0000905605081F00
5432248,4394000,98,00000043
5436528,4294001,98,0000000000000180
5439408,421400B,98,00863E0440000000
