Time [s], Analyzer Name, Decoded Protocol Result
0.136672620000000,CAN,Extended CAN Identifier: '70860800' (0x04394000)
0.137042620000000,CAN,Control Field: '4' (0x4) bytes
0.137082620000000,CAN,Data Field Byte: '0' (0x00)
0.137182620000000,CAN,Data Field Byte: '0' (0x00)
0.137272620000000,CAN,Data Field Byte: '0' (0x00)
0.137372620000000,CAN,Data Field Byte: C (0x43)
0.137452620000000,CAN,CRC value: '22436' (0x57A4)
0.137612620000000,CAN,ACK
0.137742600000000,CAN,Extended CAN Identifier: '35733504' (0x02214000)
0.138112600000000,CAN,Control Field: '6' (0x6) bytes
0.138152600000000,CAN,Data Field Byte: '0' (0x00)
0.138242600000000,CAN,Data Field Byte: h (0x68)
0.138332600000000,CAN,Data Field Byte: '0' (0x00)
0.138432600000000,CAN,Data Field Byte: '0' (0x00)
0.138522600000000,CAN,Data Field Byte: '0' (0x00)
0.138622600000000,CAN,Data Field Byte: '0' (0x00)
0.138722600000000,CAN,CRC value: '8558' (0x216E)
0.138882600000000,CAN,ACK
0.139012580000000,CAN,Extended CAN Identifier: '69287937' (0x04214001)
0.139372580000000,CAN,Control Field: '8' (0x8) bytes
0.139412580000000,CAN,Data Field Byte: '0' (0x00)
0.139512580000000,CAN,Data Field Byte: '2' (0x02)
0.139602580000000,CAN,Data Field Byte: '208' (0xD0)
0.139682580000000,CAN,Data Field Byte: '130' (0x82)
0.139772580000000,CAN,Data Field Byte: '3' (0x03)
0.139862580000000,CAN,Data Field Byte: ~ (0x7E)
0.139952580000000,CAN,Data Field Byte: '23' (0x17)
0.140032580000000,CAN,Data Field Byte: '0' (0x00)
0.140122580000000,CAN,CRC value: '13664' (0x3560)
0.140292580000000,CAN,ACK
0.143092460000000,CAN,Extended CAN Identifier: '69812225' (0x04294001)
0.143452460000000,CAN,Control Field: '8' (0x8) bytes
0.143492460000000,CAN,Data Field Byte: '0' (0x00)
0.143592460000000,CAN,Data Field Byte: '0' (0x00)
0.143682460000000,CAN,Data Field Byte: '0' (0x00)
0.143782460000000,CAN,Data Field Byte: '0' (0x00)
0.143882460000000,CAN,Data Field Byte: '0' (0x00)
0.143972460000000,CAN,Data Field Byte: '0' (0x00)
0.144072460000000,CAN,Data Field Byte: '1' (0x01)
0.144162460000000,CAN,Data Field Byte: '128' (0x80)
0.144252460000000,CAN,CRC value: '14432' (0x3860)
0.144422460000000,CAN,ACK
0.159262060000000,CAN,Extended CAN Identifier: '103170048' (0x06264000)
0.159632060000000,CAN,Control Field: '8' (0x8) bytes
0.159672060000000,CAN,Data Field Byte: '8' (0x08)
0.159762060000000,CAN,Data Field Byte: '30' (0x1E)
0.159852060000000,CAN,Data Field Byte: '216' (0xD8)
0.159932060000000,CAN,Data Field Byte: '127' (0x7F)
0.160022060000000,CAN,Data Field Byte: '240' (0xF0)
0.160112060000000,CAN,Data Field Byte: ! (0x21)
0.160202060000000,CAN,Data Field Byte: " (0x22)
0.160282060000000,CAN,Data Field Byte: '0' (0x00)
0.160372060000000,CAN,CRC value: '9817' (0x2659)
0.160542060000000,CAN,ACK
0.163101960000000,CAN,Extended CAN Identifier: '69287937' (0x04214001)
0.163461960000000,CAN,Control Field: '8' (0x8) bytes
0.163501960000000,CAN,Data Field Byte: '0' (0x00)
0.163601960000000,CAN,Data Field Byte: '2' (0x02)
0.163691960000000,CAN,Data Field Byte: '208' (0xD0)
0.163771960000000,CAN,Data Field Byte: '130' (0x82)
0.163861960000000,CAN,Data Field Byte: '3' (0x03)
0.163951960000000,CAN,Data Field Byte: ~ (0x7E)
0.164041960000000,CAN,Data Field Byte: '23' (0x17)
0.164121960000000,CAN,Data Field Byte: '0' (0x00)
0.164211960000000,CAN,CRC value: '13664' (0x3560)
0.164381960000000,CAN,ACK
0.165631840000000,CAN,Extended CAN Identifier: '203505667' (0x0C214003)
0.165991840000000,CAN,Control Field: '6' (0x6) bytes
